YEAR,RACEID,DRIVERID,AVG(MILLISECONDS)
2014,918,817,108724.654545
2014,917,821,77510.085714
2014,916,3,107305.339286
2014,915,16,106827.634615
2014,915,813,107419.000000
2014,915,13,105502.283019
2014,915,815,105487.000000
2014,912,821,93230.823529
2014,912,820,95338.400000
2014,913,1,120079.916667
2014,913,817,120317.800000
2014,914,20,153003.250000
2014,914,16,159438.100000
2014,914,821,156620.418605
2014,915,825,104987.924528
2014,915,828,108154.058824
2015,926,8,97947.900000
2015,926,13,95728.672414
2015,926,832,97941.947368
2015,929,13,102155.089286
2015,929,815,101917.375000
2015,929,154,101588.982456
2015,930,4,95999.538462
2015,940,831,103055.959184
2015,934,807,107047.557692
2015,934,4,109199.705882
2015,936,822,93481.347826
2015,936,13,93395.115942
2015,937,154,117636.627907
2015,937,830,118057.279070
2015,937,8,118048.604651
2015,938,817,90077.076923
2015,938,833,93270.137255
2015,939,831,120855.131148
2015,933,813,77403.014286
2015,941,815,110564.943396
2015,942,4,119777.125000
2015,942,829,182097.000000
2015,943,817,86967.887324
2015,944,830,78832.671429
2015,944,154,78678.757143
2015,945,815,108620.490909
2015,945,826,109319.018182
2015,943,13,86993.394366
2015,929,833,106067.055556
2015,927,18,113990.512195
2015,928,1,106821.571429
2015,928,13,106974.142857
2015,928,813,108579.571429
2015,928,807,107170.777778
2015,928,833,110977.444444
2015,929,1,100101.912281
2015,929,3,100207.754386
2015,929,813,103057.446429
2015,926,807,97565.789474
2015,929,829,105270.872727
2015,931,154,84446.602564
2015,931,832,84403.538462
2015,932,8,79411.000000
2015,932,807,79981.623188
2015,932,4,81536.704545
2015,932,18,81802.000000
2015,933,830,77415.771429
2015,933,154,82608.657143
2015,940,828,102529.269231
2015,934,20,106022.538462
2015,934,828,109282.764706
2015,936,3,93171.898551
2015,936,807,90721.317073
2015,936,154,93167.579710
2015,937,822,118172.720930
2015,937,813,169080.500000
2015,938,815,89688.132075
2015,939,8,119660.196721
2015,939,807,116952.333333
2015,940,8,100382.566038
2015,933,3,76294.788732
2015,941,822,110646.230769
2015,941,20,110131.641509
2015,941,813,111171.924528
2015,944,8,77699.056338
2015,944,826,78436.085714
2015,944,18,79022.428571
2015,945,8,107811.000000
2015,945,807,109159.872727
2015,945,822,110004.629630
2015,945,154,109243.200000
2015,926,20,95665.344828
2015,930,8,92917.530303
2015,928,822,106998.089286
2015,927,154,110809.781818
2015,927,1,108470.750000
2015,926,815,98157.771930
2015,926,830,99972.687500
2015,926,817,96926.596491
2015,927,826,110344.163636
2015,927,832,110325.490909
2015,928,8,106890.053571
2015,928,829,110971.037037
2015,929,828,102398.857143
2015,928,4,108868.709091
2015,930,813,95879.400000
2015,930,831,94630.815385
2015,930,807,94787.461538
2015,930,833,98374.161290
2015,931,20,84139.820513
2015,931,817,84256.769231
2015,931,830,82306.338710
2015,931,828,84481.782051
2015,932,822,79340.157143
2015,932,830,80668.956522
2015,929,817,101185.263158
2015,932,815,80403.927536
2015,931,822,84669.346154
2015,931,8,84266.217949
2015,931,3,84082.307692
2015,930,826,94426.907692
2015,930,154,94316.200000
2015,929,831,102246.125000
2015,929,807,102378.339286
2015,933,832,83690.314286
2015,929,822,100855.543860
2015,927,831,110855.363636
2015,927,8,109278.839286
2015,927,830,110063.482143
2015,927,817,110488.309091
2015,927,3,108537.553571
2015,926,18,98897.982143
2015,945,18,109995.907407
2015,939,13,125127.233333
2015,941,18,111518.698113
2015,941,826,110916.792453
2015,940,815,102220.730769
2015,940,154,101109.547170
2015,940,20,100138.830189
2015,945,829,113098.188679
2015,939,813,120980.918033
2015,939,828,120977.459016
2015,944,829,81838.567164
2015,939,3,119784.229508
2015,938,4,92344.851064
2015,938,828,90081.730769
2015,938,154,95106.000000
2015,937,4,119853.928571
2015,936,832,94273.583333
2015,934,833,112180.775510
2015,934,13,106241.692308
2015,927,822,109575.035714
2015,934,8,107676.196078
2015,934,3,105743.942308
2015,933,822,77049.774648
2015,932,3,78791.857143
2015,932,1,78759.214286
2015,931,18,84288.243590
2015,926,828,97825.491228
2015,927,828,111873.666667
2015,934,817,110392.380952
2015,927,4,115536.619048
2015,927,833,115178.981132
2015,927,813,111961.382979
2015,928,20,106874.928571
2015,928,828,108801.654545
2015,930,13,93240.439394
2015,930,18,94799.738462
2015,931,1,84159.910256
2015,938,832,90293.269231
2015,943,828,87256.591549
2015,943,813,87233.464789
2015,942,1,118798.267857
2015,941,3,127623.285714
2015,926,3,95093.568966
2015,940,817,102558.500000
2015,938,826,90222.615385
2015,938,829,93013.392157
2015,942,826,121275.878049
2015,938,20,88787.358491
2015,938,1,88314.867925
2015,937,13,118038.837209
2015,937,817,118012.894737
2015,937,815,118008.930233
2015,936,833,95493.388060
2015,936,18,93290.043478
2015,936,1,93072.608696
2015,930,817,93859.907692
2015,937,1,116753.186047
2015,936,831,93383.231884
2015,936,813,93407.637681
2015,933,815,77619.771429
2015,933,13,76542.295775
2015,932,817,80569.318841
2015,931,815,84274.782051
2015,930,828,94778.215385
2015,937,18,120899.595238
2015,928,18,108905.672727
2015,928,826,107703.866667
2015,928,3,106834.321429
2015,927,815,111167.945455
2015,927,20,108317.732143
2015,926,831,96710.620690
2015,931,826,84235.705128
2015,931,831,84385.205128
2015,940,830,101543.830189
2015,931,813,85211.800000
2015,943,822,86896.197183
2015,942,13,121012.869565
2015,942,831,119517.142857
2015,942,830,119197.535714
2015,942,3,118849.160714
2015,940,13,104469.392157
2015,938,830,90598.403846
2015,932,826,80087.695652
2015,940,1,99745.433962
2015,939,154,121320.728814
2015,938,813,139892.000000
2015,938,831,91011.596154
2015,938,8,89614.113208
2015,938,807,90067.403846
2015,937,829,122104.476190
2015,937,831,119132.511628
2015,944,807,78391.700000
2015,945,20,108252.909091
2015,945,833,114454.269231
2015,945,831,110113.000000
2015,945,1,107608.109091
2015,944,4,79155.442857
2015,944,813,78857.700000
2015,944,817,78879.714286
2015,944,13,78509.057143
2015,945,830,109704.888889
2015,944,822,78159.000000
2015,943,18,87383.830986
2015,943,830,87186.859155
2015,942,834,120142.500000
2015,942,813,119374.571429
2015,942,828,121445.320000
2015,942,8,122750.880000
2015,942,807,121836.714286
2015,939,815,120212.360656
2015,932,829,83917.772727
2015,933,807,77197.253521
2015,933,833,80153.058824
2015,936,8,95018.636364
2015,936,829,96531.907692
2015,937,20,119251.952381
2015,939,826,119961.081967
2015,939,822,119939.704918
2015,941,830,111687.698113
2015,940,822,100438.754717
2015,940,18,102654.461538
2015,940,807,100793.716981
2015,942,18,119299.303571
2015,943,834,89360.797101
2015,943,8,86311.714286
2015,943,829,89511.115942
2015,945,3,107457.727273
2015,928,815,108855.127273
2015,932,828,80652.246377
2015,932,813,79711.557143
2015,932,154,80114.724638
2015,931,13,85552.857143
2015,931,807,84418.615385
2015,931,4,82539.560976
2015,930,20,92695.409091
2015,930,3,92008.409091
2015,929,830,104470.705882
2015,929,4,102226.125000
2015,929,832,103409.724138
2015,932,13,79564.657143
2015,928,831,107225.589286
2015,927,13,109631.767857
2015,928,832,108932.472727
2015,928,817,107395.089286
2015,929,20,100873.649123
2015,929,8,100161.210526
2015,929,826,102046.053571
2015,930,1,92274.333333
2015,930,822,92905.636364
2015,930,830,94443.738462
2015,930,832,94404.061538
2015,936,4,93029.913043
2015,940,826,102336.980769
2015,940,4,102138.903846
2015,940,813,101133.641509
2015,939,832,120245.540984
2015,939,1,124020.312500
2015,938,18,91444.326923
2015,938,3,88872.640000
2015,938,822,89220.452830
2015,937,832,127178.625000
2015,937,828,118874.906977
2015,936,828,93320.507246
2015,930,815,94768.169231
2015,936,817,92682.159420
2015,936,20,92318.623188
2015,934,829,113455.408163
2015,934,832,104514.838710
2015,934,826,106763.153846
2015,934,1,105533.250000
2015,933,826,78053.928571
2015,933,20,76550.859155
2015,933,1,76348.309859
2015,932,20,79472.114286
2015,932,831,81099.544118
2015,941,833,113532.461538
2015,939,834,123744.322034
2015,939,829,123995.271186
2015,939,830,120222.426230
2015,940,3,100103.245283
2015,940,832,101890.038462
2015,940,834,105140.529412
2015,940,829,106009.420000
2015,941,1,110019.320755
2015,941,8,110818.528302
2015,941,831,111085.509434
2015,941,4,111645.924528
2015,939,18,122660.576923
2015,942,817,119751.321429
2015,942,815,119234.214286
2015,942,832,119255.750000
2015,943,832,87377.605634
2015,943,154,87224.957746
2015,943,831,88139.000000
2015,943,20,85567.440000
2015,944,20,77230.056338
2015,944,834,81995.880597
2015,944,828,79425.797101
2015,945,4,112409.830189
2015,934,815,107955.509804
2015,930,829,97702.301587
2015,931,829,86970.526316
2015,931,833,86922.078947
2015,932,832,80407.884058
2015,932,833,83092.192982
2015,933,831,77960.071429
2015,933,828,79152.420290
2015,933,817,77663.257143
2015,933,18,115883.375000
2015,933,829,109759.000000
2015,934,822,106748.519231
2015,926,1,95070.120690
2015,934,830,140577.333333
2015,936,826,92401.927536
2015,936,815,94908.339623
2015,936,830,92959.942029
2015,937,3,116801.046512
2015,937,826,117815.790698
2015,937,833,121843.738095
2015,938,13,89213.641509
2015,939,20,119378.983607
2015,939,817,119403.213115
2015,943,3,86690.676056
2015,927,807,111176.218182
2015,928,154,107161.000000
2015,928,830,106260.980769
2015,945,828,110040.000000
2015,945,13,109235.018182
2015,945,832,109340.000000
2015,945,817,108639.727273
2015,944,831,79014.385714
2015,944,815,78993.300000
2015,944,1,77138.676056
2015,944,3,77029.436620
2015,943,4,118053.000000
2015,943,807,87054.901408
2015,943,826,86924.084507
2015,942,154,136864.300000
2015,942,822,157747.000000
2015,942,20,118858.642857
2015,941,832,112569.288889
2015,941,829,114484.352941
2015,941,817,111668.659574
2015,941,154,118789.272727
2015,939,4,122099.030303
2015,941,13,110751.981132
2015,943,1,86718.197183
2015,943,815,87174.380282
2016,954,4,79925.927536
2016,954,154,80387.588235
2016,955,826,122823.500000
2016,955,831,111550.640000
2016,956,1,74057.845070
2016,956,8,74142.690141
2016,956,815,74807.521739
2016,958,817,86537.914286
2016,948,13,114992.000000
2016,949,822,100450.642857
2016,958,20,86547.542857
2016,958,4,87476.376812
2016,958,821,88039.507246
2016,958,831,88255.753623
2016,958,13,89035.911765
2016,960,3,142978.590909
2016,959,817,81361.134328
2016,959,822,82680.621212
2016,959,807,82302.223881
2016,959,836,83830.046154
2016,960,821,144657.613636
2016,952,8,92433.833333
2016,948,832,115285.000000
2016,948,4,96207.750000
2016,948,822,115275.754386
2016,949,13,100326.517857
2016,949,828,100960.303571
2016,963,825,113059.000000
2016,950,826,106782.625000
2016,950,830,107377.839286
2016,951,18,107330.365385
2016,954,8,78975.900000
2016,952,4,95254.755556
2016,953,807,93104.256410
2016,953,832,93127.233766
2016,953,815,92089.205128
2016,953,4,93002.679487
2016,953,828,101983.196078
2016,953,835,134034.285714
2016,953,826,121788.444444
2016,954,20,78147.242857
2016,958,3,86172.742857
2016,961,821,89854.192308
2016,961,154,89455.288462
2016,961,822,88662.339623
2016,960,826,144958.068182
2016,959,825,83251.621212
2016,959,3,81493.208955
2016,958,822,87632.173913
2016,958,18,89144.200000
2016,962,828,117146.100000
2016,957,836,169411.166667
2016,957,154,137194.294118
2016,957,4,112054.764706
2016,957,807,111029.673077
2016,956,13,75713.904762
2016,956,4,75722.531250
2016,956,822,75142.385714
2016,965,817,105576.964286
2016,968,831,109760.037037
2016,967,18,154131.394366
2016,967,4,153602.352113
2016,966,154,87299.100000
2016,966,13,86022.647887
2016,965,822,108830.309091
2016,965,828,108337.963636
2016,965,826,108135.309091
2016,956,18,74588.915493
2016,964,18,100822.653846
2016,964,831,100992.000000
2016,964,13,100020.679245
2016,964,822,100031.245283
2016,964,830,98270.018868
2016,963,822,105256.392857
2016,962,839,119383.644068
2016,962,20,114371.213115
2016,950,831,108902.945455
2016,950,1,107359.303571
2016,950,835,109043.072727
2016,950,817,106903.196429
2016,964,20,98558.528302
2016,963,13,106622.927273
2016,963,8,104670.732143
2016,963,817,104156.714286
2016,951,830,109087.393939
2016,962,822,120694.257143
2016,962,18,118901.302326
2016,962,832,116542.600000
2016,961,830,88723.113208
2016,961,13,88937.849057
2016,961,20,88095.830189
2016,961,3,87699.792453
2016,967,825,153702.676056
2016,951,831,108025.384615
2016,951,817,107477.730769
2016,952,817,93090.409091
2016,952,20,92509.060606
2016,952,807,98555.100000
2016,952,831,94617.907692
2016,953,154,95356.223684
2016,954,13,80248.057143
2016,954,821,80379.176471
2016,954,832,79489.666667
2016,955,20,109589.450980
2016,955,815,109757.000000
2016,955,836,113486.282051
2016,955,835,112082.400000
2016,955,828,112454.080000
2016,953,18,93353.025974
2016,959,831,84471.526316
2016,959,832,82967.696970
2016,959,830,81456.910448
2016,958,836,89304.544118
2016,957,835,120840.567568
2016,957,825,113837.632653
2016,957,822,112381.862745
2016,957,1,109535.211538
2016,956,817,74494.197183
2016,955,154,111599.220000
2016,955,1,110366.686275
2016,954,828,80505.088235
2016,954,18,81438.888889
2016,953,830,105372.705882
2016,953,836,95326.368421
2016,960,822,144345.659091
2016,952,836,94998.876923
2016,952,822,93110.424242
2016,951,832,107462.807692
2016,951,835,107656.000000
2016,951,154,107224.865385
2016,950,18,107783.589286
2016,968,154,108378.000000
2016,968,836,109644.055556
2016,949,807,101132.928571
2016,949,826,100282.678571
2016,949,838,100501.625000
2016,949,821,105927.222222
2016,949,1,99032.350877
2016,949,8,98683.824561
2016,963,839,107682.272727
2016,968,826,111636.928571
2016,968,18,113569.916667
2016,968,822,110511.833333
2016,968,1,106982.054545
2016,966,839,87842.362319
2016,966,825,87160.971429
2016,965,807,143182.000000
2016,965,825,108056.927273
2016,965,18,107556.672727
2016,965,8,106651.289474
2016,964,815,99260.905660
2016,963,826,106839.218182
2016,963,831,107996.869565
2016,963,836,107296.400000
2016,963,832,105922.392857
2016,949,3,98503.438596
2016,962,831,116437.216667
2016,962,830,115084.377049
2016,962,1,114048.983607
2016,961,839,91458.960784
2016,961,835,100509.000000
2016,961,831,255096.166667
2016,961,807,89183.867925
2016,960,8,144367.431818
2016,960,18,141859.000000
2016,960,20,144010.272727
2016,960,831,146593.883721
2016,960,828,140786.333333
2016,960,839,146567.000000
2016,960,835,145095.977273
2016,952,837,95225.769231
2016,956,826,82316.500000
2016,956,837,75526.128571
2016,956,828,75505.457143
2016,956,835,75380.528571
2016,956,20,72159.192308
2016,955,821,112178.600000
2016,955,807,110785.764706
2016,955,4,112829.309524
2016,955,830,110648.274510
2016,955,13,110936.098039
2016,954,835,82832.687500
2016,954,815,79527.347826
2016,954,822,78738.828571
2016,953,822,94098.636364
2016,953,3,93107.987179
2016,957,821,112758.764706
2016,951,821,108258.653846
2016,951,836,109791.215686
2016,951,4,107021.211538
2016,950,837,109003.690909
2016,950,825,108366.854545
2016,950,822,107501.482143
2016,950,807,107997.654545
2016,949,825,100821.142857
2016,949,831,101113.660714
2016,949,815,101165.571429
2016,949,832,104221.068966
2016,949,830,99923.245614
2016,949,154,99877.105263
2016,948,821,96172.000000
2016,963,1,103314.300000
2016,948,828,127522.026316
2016,968,830,107012.690909
2016,968,839,109527.296296
2016,968,835,109818.611111
2016,968,807,107893.218182
2016,967,13,183791.956522
2016,967,20,153347.450704
2016,966,817,85243.098592
2016,965,836,108851.309091
2016,964,836,101473.923077
2016,964,821,101051.019231
2016,963,821,107643.076923
2016,963,4,105321.089286
2016,963,18,105617.714286
2016,948,154,115221.859649
2016,962,13,116120.650000
2016,962,8,114084.737705
2016,961,18,89465.884615
2016,961,826,91658.250000
2016,961,836,90848.000000
2016,961,817,88554.415094
2016,960,830,144595.363636
2016,960,4,144329.613636
2016,959,4,82872.803030
2016,959,18,82608.636364
2016,959,1,81256.716418
2016,958,826,88234.449275
2016,958,815,87949.681159
2016,958,154,88205.507246
2016,964,807,99292.641509
2016,952,154,95264.928571
2016,952,18,93883.800000
2016,951,828,107693.788462
2016,951,825,107187.326923
2016,950,828,108189.418182
2016,968,825,117461.600000
2016,968,20,106997.381818
2016,967,836,153828.633803
2016,967,835,115275.500000
2016,966,18,86756.600000
2016,965,831,108642.945455
2016,965,835,108250.400000
2016,964,839,101092.000000
2016,953,1,91911.961538
2016,948,8,152368.761905
2016,948,1,114098.684211
2016,948,18,116021.750000
2016,948,835,115420.421053
2016,948,836,117592.035714
2016,948,831,116172.892857
2016,948,825,115459.140351
2016,948,830,115305.228070
2016,950,815,107645.964286
2016,950,832,107464.607143
2016,950,20,106636.910714
2016,950,836,108454.090909
2016,950,821,107973.400000
2016,957,828,160326.727273
2016,962,4,115379.475410
2016,962,3,113917.213115
2016,961,828,90422.480769
2016,961,832,90027.365385
2016,961,1,87984.132075
2016,960,1,143606.636364
2016,960,815,143902.681818
2016,960,807,143794.659091
2016,959,837,84577.569231
2016,959,826,83005.545455
2016,958,828,89361.044118
2016,958,837,89774.338235
2016,958,830,86839.628571
2016,950,154,108483.745455
2016,957,815,111014.846154
2016,957,20,111201.634615
2016,956,831,75407.357143
2016,956,832,74725.450704
2016,956,807,76007.671875
2016,955,837,113986.979592
2016,955,8,109813.098039
2016,955,3,109262.078431
2016,954,837,81468.720588
2016,954,836,80820.235294
2016,954,1,78075.657143
2016,953,8,127239.500000
2016,956,830,74138.394366
2016,963,154,111418.142857
2016,962,815,115737.901639
2016,962,825,115883.639344
2016,962,826,115746.016393
2016,962,817,113925.213115
2016,959,821,82805.984848
2016,959,815,82704.515152
2016,959,20,81742.835821
2016,958,8,86845.128571
2016,958,807,87734.942029
2016,958,832,87526.840580
2016,957,831,112553.450980
2016,957,18,111782.274510
2016,963,835,105861.464286
2016,955,825,111834.620000
2016,955,18,111317.313725
2016,950,13,107310.750000
2016,950,4,107699.000000
2016,951,3,104943.339623
2016,951,822,105890.830189
2016,952,826,93934.800000
2016,952,835,94566.830769
2016,953,821,94110.649351
2016,953,825,111197.343750
2016,953,837,97051.081081
2016,953,831,103131.020833
2016,957,830,109693.865385
2016,951,8,105547.075472
2016,951,1,105415.452830
2016,951,826,107994.807692
2016,951,815,107254.173077
2016,952,825,94609.692308
2016,952,13,93647.333333
2016,953,13,93400.246753
2016,954,817,78984.714286
2016,954,3,78962.700000
2016,954,826,80011.028986
2016,955,817,110619.509804
2016,955,832,112991.032258
2016,956,154,74616.549296
2016,961,4,89975.961538
2016,957,817,110039.269231
2016,957,13,111700.392157
2016,958,1,86144.500000
2016,958,835,88054.724638
2016,958,825,88224.028986
2016,959,8,81809.298507
2016,959,828,83966.784615
2016,960,817,143299.340909
2016,964,3,98176.094340
2016,949,18,100905.833333
2016,948,815,115566.035088
2016,948,807,115259.017544
2016,952,815,93629.621212
2016,957,3,109668.115385
2016,956,821,75166.557143
2016,956,825,75450.057143
2016,956,836,75157.685714
2016,956,3,74293.197183
2016,955,822,110455.921569
2016,954,831,81001.338235
2016,954,825,80705.911765
2016,954,807,79407.188406
2016,954,830,78833.085714
2016,953,20,92115.115385
2016,953,817,92004.935897
2016,952,828,94480.723077
2016,952,821,94052.384615
2016,957,8,110876.423077
2016,952,832,93354.727273
2016,952,830,92424.500000
2016,951,13,106347.622642
2016,950,8,107138.625000
2016,950,3,105962.339286
2016,964,154,100048.811321
2016,964,826,100497.211538
2016,964,832,100755.884615
2016,964,4,100738.923077
2016,949,837,101504.017857
2016,949,836,101005.678571
2016,949,817,99599.824561
2016,948,837,99412.235294
2016,948,817,114384.122807
2016,965,832,106941.821429
2016,964,8,98711.377358
2016,963,830,104200.339286
2016,961,825,91051.692308
2016,961,815,88925.339623
2016,960,825,121888.000000
2016,960,154,144716.636364
2016,960,13,144475.704545
2016,967,828,115501.272727
2016,966,828,86659.700000
2016,966,4,86877.128571
2016,966,832,87032.328571
2016,966,8,85644.760563
2016,966,830,85179.225352
2016,965,839,109564.722222
2016,962,836,117138.350000
2016,964,825,100683.115385
2016,964,835,100380.980769
2016,964,1,98285.075472
2016,964,817,98816.490566
2016,963,815,105295.892857
2016,962,835,116892.066667
2016,961,8,88219.811321
2016,960,832,125072.000000
2016,959,154,82924.621212
2016,959,835,84155.953846
2016,959,13,84630.361111
2016,957,837,129148.916667
2016,957,826,111315.980769
2016,957,832,111186.326923
2016,967,830,153279.098592
2016,967,815,153333.535211
2016,968,817,107078.690909
2016,968,832,110295.829268
2016,967,831,153576.830986
2016,968,815,108050.709091
2016,968,4,108071.072727
2016,968,828,109660.592593
2016,968,821,108711.381818
2016,968,13,108062.709091
2016,968,8,107324.163636
2016,968,3,106990.036364
2016,967,839,153621.746479
2016,967,826,153697.563380
2016,967,807,153396.647887
2016,948,20,114126.456140
2016,967,8,112979.578947
2016,967,3,153137.887324
2016,966,826,87089.628571
2016,966,831,87077.942857
2016,966,807,85778.774648
2016,965,815,107521.090909
2016,965,821,110558.937500
2016,965,4,106903.053571
2016,965,13,107256.127273
2016,963,3,104433.785714
2016,963,828,106228.963636
2016,963,807,105479.250000
2016,962,821,116096.483333
2016,967,1,152976.549296
2016,948,3,113957.280702
2016,964,828,100697.615385
2016,965,3,105306.035714
2016,965,154,107700.327273
2016,966,1,84949.323944
2016,966,822,85873.436620
2016,966,821,87170.485714
2016,966,835,86965.671429
2016,967,822,153614.464789
2016,967,821,166117.816667
2016,967,832,153387.253521
2016,965,1,105225.321429
2016,965,830,106004.250000
2016,965,20,105995.571429
2016,966,3,85066.985915
2016,966,20,85193.169014
2016,966,815,86030.985915
2016,967,817,153405.929577
2017,985,807,107464.666667
2017,985,817,102939.857143
2017,986,817,89441.600000
2017,986,840,82840.028571
2017,987,832,78720.371429
2017,988,830,103642.381818
2017,988,822,102801.127273
2017,988,815,104474.981818
2017,988,840,106383.407407
2017,987,807,78626.857143
2017,986,825,83355.185714
2017,972,817,136684.000000
2017,973,13,90348.859375
2017,977,1,69238.774648
2017,976,838,147602.607843
2017,976,154,149046.980000
2017,976,839,146389.627451
2017,975,154,81343.898551
2017,975,828,81622.028986
2017,974,835,80859.961538
2017,974,825,80843.371795
2017,974,830,80647.935897
2017,977,13,70364.628571
2017,973,4,90263.234375
2017,973,807,89549.000000
2017,973,822,89522.131579
2017,972,840,104117.607843
2017,972,8,101918.134615
2017,972,822,101706.596154
2017,971,828,101414.460000
2017,971,832,99045.000000
2017,980,832,116415.159091
2017,985,843,103047.109091
2017,984,815,100426.754717
2017,984,830,99101.981132
2017,983,835,99298.418182
2017,982,154,128393.551724
2017,982,807,132913.229167
2017,981,1,85515.320755
2017,981,835,89401.413793
2017,985,13,102442.036364
2017,980,836,131154.500000
2017,980,828,117102.977273
2017,980,13,116351.568182
2017,979,828,88666.808824
2017,979,838,87054.202899
2017,979,822,85702.500000
2017,977,836,71070.157143
2017,977,838,70849.142857
2017,971,817,99521.403509
2017,971,4,101404.444444
2017,971,839,100510.263158
2017,970,835,107603.618182
2017,969,838,92705.581818
2017,969,840,92860.525000
2017,969,832,90515.589286
2017,973,815,89011.692308
2017,972,839,103533.596154
2017,985,20,100734.535714
2017,972,830,102868.442308
2017,971,815,99929.473684
2017,971,836,100800.035714
2017,971,1,98947.964912
2017,971,822,99188.964912
2017,970,838,126416.470588
2017,970,8,105432.750000
2017,969,817,98880.040000
2017,969,835,96512.200000
2017,969,4,91728.380000
2017,969,830,89131.561404
2017,969,8,89018.684211
2017,969,1,88800.824561
2017,987,815,78250.169014
2017,978,838,97933.180000
2017,986,836,84068.855072
2017,986,830,81500.732394
2017,985,832,102213.125000
2017,982,832,128040.793103
2017,982,13,128449.655172
2017,982,828,139895.771429
2017,980,1,115518.636364
2017,979,825,87147.753623
2017,978,826,98783.800000
2017,978,828,98546.480000
2017,978,817,97125.196078
2017,986,828,84477.836364
2017,978,807,97167.431373
2017,977,828,71427.550725
2017,976,836,147542.470588
2017,976,8,153760.326087
2017,975,839,80369.571429
2017,975,20,80300.871429
2017,974,18,79891.473684
2017,974,1,80771.038462
2017,974,807,79337.866667
2017,973,826,89843.769231
2017,972,815,103375.596154
2017,986,1,83363.942857
2017,981,822,85599.679245
2017,981,815,86935.622642
2017,981,826,87730.634615
2017,982,822,127799.034483
2017,983,20,97118.785714
2017,983,825,99148.527273
2017,984,825,100757.490566
2017,985,825,103576.381818
2017,985,836,114599.600000
2017,985,838,102978.400000
2017,981,838,88479.939394
2017,986,843,83950.000000
2017,986,154,84261.855072
2017,987,828,79207.828571
2017,969,20,88625.824561
2017,970,4,111278.272727
2017,971,154,100144.543860
2017,971,826,100810.410714
2017,972,832,104007.117647
2017,973,832,89638.553846
2017,973,840,90529.968750
2017,969,825,93984.717391
2017,973,828,90084.390625
2017,973,835,90457.046875
2017,973,836,89621.015385
2017,973,825,90437.421875
2017,973,817,88368.439394
2017,972,826,104196.431373
2017,972,825,104572.470588
2017,970,832,105875.910714
2017,970,154,107259.945455
2017,970,828,108233.745455
2017,973,830,160999.000000
2017,969,826,90758.678571
2017,969,822,88823.192982
2017,977,832,71927.977273
2017,978,8,96549.019608
2017,979,832,86904.043478
2017,979,815,86919.057971
2017,979,836,88409.926471
2017,980,830,111904.571429
2017,981,20,86200.547170
2017,986,8,82261.394366
2017,983,815,97855.714286
2017,983,839,99046.690909
2017,983,840,98633.690909
2017,983,832,99816.931034
2017,984,8,99694.641509
2017,984,13,101055.865385
2017,984,842,101134.596154
2017,985,828,103196.418182
2017,985,1,100553.410714
2017,986,20,82487.746479
2017,983,1,96679.642857
2017,986,815,82881.985714
2017,986,13,83469.214286
2017,987,20,77271.295775
2017,987,840,80178.681159
2017,988,20,103152.581818
2017,988,13,104984.388889
2017,988,825,106081.166667
2017,988,842,106184.462963
2017,988,839,104599.509091
2017,988,817,104707.300000
2017,981,8,86648.943396
2017,975,830,90710.100000
2017,975,8,80625.514286
2017,975,838,81659.318841
2017,974,828,81110.571429
2017,976,13,188396.520000
2017,977,20,69143.394366
2017,978,4,100933.625000
2017,979,1,85708.542857
2017,980,817,115763.886364
2017,980,8,115847.522727
2017,974,832,80722.794872
2017,981,4,88360.300000
2017,981,13,86927.283019
2017,981,832,87802.461538
2017,981,154,88384.326923
2017,982,815,128084.534483
2017,982,825,132380.160000
2017,983,830,96451.607143
2017,983,4,99096.490909
2017,983,838,98458.090909
2017,987,1,77348.309859
2017,982,835,128117.293103
2017,983,842,99190.418182
2017,983,154,99163.490909
2017,984,4,101072.403846
2017,984,807,100818.200000
2017,984,1,99079.132075
2017,985,815,102432.509091
2017,985,4,104177.458333
2017,986,807,83697.375000
2017,986,822,81777.887324
2017,981,830,87513.038462
2017,987,836,79334.357143
2017,987,843,82520.875000
2017,988,8,103626.327273
2017,988,832,105183.322581
2017,988,836,106109.092593
2017,988,154,105131.629630
2017,977,839,70351.271429
2017,976,822,145872.098039
2017,976,832,146764.176471
2017,976,835,123566.714286
2017,977,840,70622.100000
2017,970,807,107566.363636
2017,970,822,105445.821429
2017,970,20,104685.857143
2017,974,8,80608.782051
2017,974,840,81436.816901
2017,975,815,80366.142857
2017,975,807,80650.400000
2017,975,826,83973.648148
2017,976,807,190867.500000
2017,977,822,69134.126761
2017,976,817,145795.549020
2017,977,835,70629.885714
2017,977,826,72388.970588
2017,978,822,96107.705882
2017,978,13,97854.580000
2017,978,154,98345.240000
2017,978,840,98947.520000
2017,979,830,85714.128571
2017,980,838,116815.863636
2017,980,4,114829.760000
2017,979,8,85537.442857
2017,984,20,119639.750000
2017,983,13,98746.545455
2017,983,828,100098.351852
2017,982,826,154883.700000
2017,982,840,128366.206897
2017,982,817,127725.017241
2017,981,817,86276.358491
2017,980,20,115572.227273
2017,979,835,87172.826087
2017,979,839,87045.579710
2017,984,154,100775.037736
2017,978,836,98982.120000
2017,978,825,98059.180000
2017,978,815,97838.440000
2017,978,830,96854.019608
2017,977,4,96711.000000
2017,977,154,70164.549296
2017,976,826,110943.333333
2017,975,825,81365.492754
2017,975,4,81305.303030
2017,975,817,80292.157143
2017,970,841,143879.333333
2017,976,815,162209.641026
