YEAR,RACEID,DRIVERID,AVG(MILLISECONDS)
2012,863,18,101842.000000
2012,862,1,103802.517857
2012,864,817,91707.184615
2012,864,10,93180.328125
2012,864,1,91322.500000
2012,865,17,81622.525641
2012,865,1,81675.102564
2012,865,818,83216.220779
2012,866,5,80932.405797
2012,867,1,110004.945455
2012,863,811,101764.925926
2012,869,39,85620.437500
2012,869,813,83070.651515
2012,869,18,81683.746269
2012,877,5,116480.563636
2012,868,814,148087.500000
2012,868,37,102534.260000
2012,867,18,110198.280702
2012,867,30,109987.508772
2012,865,815,82766.233766
2012,866,814,79818.271429
2012,866,4,79471.385714
2012,865,814,82155.051282
2012,863,817,102086.892857
2012,867,815,110253.087719
2012,863,4,101206.894737
2012,862,818,104262.232143
2012,862,10,106184.618182
2012,862,807,104252.535714
2012,862,813,103974.500000
2012,862,4,104003.303571
2012,861,39,184623.685185
2012,861,1,176900.053571
2012,860,10,99909.192982
2012,878,818,108026.714286
2012,878,5,106225.909091
2012,879,1,87265.981481
2012,872,39,93610.250000
2012,868,813,100964.098039
2012,868,811,99127.596154
2012,868,817,99279.403846
2012,868,8,98492.346154
2012,869,37,85534.765625
2012,870,30,90224.258621
2012,872,4,90600.283019
2012,872,10,93092.942308
2012,867,811,110396.666667
2012,873,4,122735.101695
2012,873,818,124485.815789
2012,873,819,124729.983051
2012,873,39,122727.233333
2012,874,13,101073.226415
2012,874,5,103386.673077
2012,874,814,102258.528302
2012,865,817,82577.138462
2012,863,30,101447.017544
2012,864,18,91430.166667
2012,864,818,91632.323077
2012,864,814,91779.384615
2012,864,5,92170.061538
2012,864,37,95018.730159
2012,865,20,81639.743590
2012,865,8,82187.089744
2012,875,154,106244.781818
2012,865,18,82762.257143
2012,865,819,83095.656250
2012,866,20,79384.014286
2012,866,13,79640.828571
2012,866,807,79940.314286
2012,866,813,79951.971429
2012,867,154,111820.175000
2012,863,10,104719.309091
2012,860,5,100754.657895
2012,861,155,194763.565217
2012,861,807,177494.714286
2012,861,818,177478.517857
2012,861,817,178011.428571
2012,863,154,100371.649123
2012,863,815,101468.280702
2012,862,154,103900.357143
2012,879,39,92127.260870
2012,863,39,105286.745455
2012,864,4,90186.969697
2012,864,155,91117.969697
2012,864,807,91533.984615
2012,864,819,95090.771429
2012,864,39,96242.000000
2012,865,3,81630.769231
2012,863,818,101837.070175
2012,879,37,91658.782609
2012,879,10,90945.485714
2012,879,8,90337.457143
2012,878,39,108137.833333
2012,878,37,107917.851852
2012,878,813,104103.464286
2012,878,154,104028.250000
2012,877,811,116040.163636
2012,877,10,116638.909091
2012,877,818,116246.781818
2012,877,817,116111.454545
2012,877,815,116644.272727
2012,877,1,123225.000000
2012,876,155,92620.650000
2012,876,13,91923.633333
2012,867,3,110137.280702
2012,864,813,90138.560606
2012,864,30,93607.333333
2012,864,17,91537.353846
2012,866,1,79279.800000
2012,866,18,80722.028986
2012,866,818,80646.898551
2012,866,808,80999.028986
2012,867,8,109878.421053
2012,863,5,102537.357143
2012,867,818,109122.153846
2012,868,818,99319.250000
2012,868,18,99148.692308
2012,869,807,82298.865672
2012,869,815,81996.388060
2012,869,814,82464.014925
2012,869,154,83791.939394
2012,862,18,103706.339286
2012,860,3,98400.120690
2012,860,4,97778.103448
2012,860,18,97406.293103
2012,860,17,97484.689655
2012,860,13,99756.326087
2012,860,818,98093.327586
2012,861,18,178063.053571
2012,861,5,180942.072727
2012,870,807,88736.028986
2012,862,8,104241.107143
2012,862,20,103882.357143
2012,862,5,110538.584906
2012,862,817,104465.803571
2012,863,155,101777.614035
2012,863,807,101535.596491
2012,863,819,104297.791667
2012,860,811,100556.307692
2012,877,814,116051.400000
2012,878,1,102772.660714
2012,878,808,106086.800000
2012,878,817,104288.214286
2012,860,813,97857.175439
2012,860,815,98086.603448
2012,860,814,98091.413793
2012,860,808,96438.617647
2012,877,4,115627.618182
2012,860,817,98088.293103
2012,861,13,178377.339286
2012,862,3,103338.017857
2012,862,30,104794.750000
2012,862,811,103955.821429
2012,862,814,104092.892857
2012,862,819,106191.854545
2012,876,10,94750.793103
2012,876,808,93940.288136
2012,876,154,92114.116667
2012,876,815,97518.600000
2012,876,1,91410.883333
2012,875,37,111841.750000
2012,875,3,118108.000000
2012,875,4,105501.727273
2012,874,808,104333.942308
2012,873,807,124161.983051
2012,873,17,123276.593220
2012,873,20,122477.016949
2012,871,814,123007.113636
2012,871,813,177324.500000
2012,871,3,123037.295455
2012,870,808,90846.552239
2012,877,8,115612.127273
2012,873,8,123083.101695
2012,872,37,93324.326923
2012,872,813,91130.245283
2012,872,807,91527.580000
2012,872,817,91161.075472
2012,872,1,90211.716981
2012,871,5,126265.139535
2012,879,817,90471.242857
2012,879,13,89102.408451
2012,878,17,105195.437500
2012,877,808,116786.581818
2012,877,3,115422.714286
2012,877,18,115753.709091
2012,874,18,101157.358491
2012,876,37,95953.880952
2012,876,814,92559.316667
2012,876,811,92428.650000
2012,876,813,93770.033898
2012,876,18,91616.833333
2012,875,39,110790.754717
2012,875,811,107010.054545
2012,875,1,106697.145455
2012,875,20,105248.200000
2012,874,39,106273.562500
2012,874,10,103550.846154
2012,873,13,123202.932203
2012,873,155,124123.474576
2012,878,3,104299.625000
2012,876,819,94259.762712
2012,878,4,103473.178571
2012,878,30,105065.763636
2012,878,811,104114.321429
2012,878,155,104867.800000
2012,879,18,89051.492958
2012,879,4,89090.281690
2012,879,814,88836.294118
2012,879,155,89491.633803
2012,879,30,89219.197183
2012,879,5,90822.071429
2012,879,807,89131.887324
2012,878,18,103780.375000
2012,866,30,81073.883721
2012,878,815,104278.750000
2012,878,13,103594.321429
2012,877,154,116726.027027
2012,877,39,115126.428571
2012,877,155,115977.145455
2012,877,13,116028.418182
2012,877,813,115848.618182
2012,876,39,95443.879310
2012,876,8,91932.850000
2012,875,815,106703.872727
2012,874,813,101671.811321
2012,874,1,101560.981132
2012,874,815,106090.555556
2012,870,13,88461.637681
2012,863,808,102337.589286
2012,863,813,105145.960000
2012,863,13,101333.140351
2012,863,17,100873.298246
2012,862,39,108060.740741
2012,862,37,106967.690909
2012,862,808,105282.800000
2012,861,819,183276.592593
2012,861,3,178042.946429
2012,860,1,97476.551724
2012,871,17,122267.590909
2012,870,155,89308.134328
2012,870,817,89533.058824
2012,861,17,176955.357143
2012,870,17,88405.231884
2012,873,817,123253.627119
2012,865,808,89347.933333
2012,866,8,79502.185714
2012,869,819,84585.492308
2012,868,30,98854.634615
2012,869,3,82309.716418
2012,869,30,82012.417910
2012,868,819,102023.313725
2012,867,819,111459.649123
2012,867,808,111096.842105
2012,866,819,82880.014925
2012,866,155,79628.828571
2012,864,811,93562.416667
2012,873,815,123334.966102
2012,872,808,92356.134615
2012,872,20,91006.957447
2012,871,819,126045.906977
2012,870,814,88817.246377
2012,870,811,88397.130435
2012,870,154,88058.275362
2012,869,5,84390.892308
2012,869,818,82728.761194
2012,869,155,81907.268657
2012,868,4,98352.846154
2012,868,815,100994.818182
2012,868,807,99214.307692
2012,869,4,81580.029851
2012,867,37,111936.339286
2012,864,154,90362.787879
2012,865,5,83291.181818
2012,865,155,100399.600000
2012,866,154,79315.700000
2012,866,815,79354.942857
2012,866,37,82890.250000
2012,867,20,113301.909091
2012,867,4,109765.771930
2012,867,814,110166.929825
2012,867,817,110415.614035
2012,867,39,112101.821429
2012,867,17,110004.859649
2013,896,823,162390.000000
2013,893,154,123564.864865
2013,894,1,113071.927273
2013,894,18,113199.327273
2013,894,13,113238.018182
2013,895,815,100508.884615
2013,896,820,94555.120690
2013,896,818,92808.610169
2013,892,821,89702.490566
2013,897,813,108765.363636
2013,898,821,108015.267857
2013,898,18,107757.607143
2013,898,824,109339.654545
2013,899,817,79424.414286
2013,899,821,79455.485714
2013,899,818,79827.257143
2013,899,20,78257.746479
2013,897,820,111589.452830
2013,897,824,111497.283019
2013,897,821,108916.381818
2013,893,807,118645.786885
2013,888,20,101245.183333
2013,893,1,118135.918033
2013,888,821,102247.850000
2013,890,1,87849.214286
2013,891,154,115410.045455
2013,891,8,117073.920000
2013,891,818,116112.181818
2013,892,807,89126.547170
2013,892,819,91497.519231
2013,893,17,118337.650000
2013,898,1,106866.178571
2013,893,821,118869.278689
2013,893,822,118988.409836
2013,894,17,114368.361111
2013,895,13,99972.905660
2013,896,1,92077.700000
2013,896,807,93215.203704
2013,896,18,92810.440678
2013,896,814,92417.583333
2013,897,1,108461.327273
2013,897,13,108527.127273
2013,899,807,79162.704225
2013,893,819,119811.050000
2013,894,818,114220.490566
2013,895,3,99647.622642
2013,895,820,102090.980769
2013,896,3,91700.166667
2013,896,17,92468.128205
2013,897,18,108906.781818
2013,897,817,109100.666667
2013,898,154,106489.857143
2013,898,807,106920.500000
2013,899,815,78878.183099
2013,899,819,80726.879310
2013,899,824,80814.797101
2013,899,813,80039.185714
2013,899,5,79611.785714
2013,893,824,119808.583333
2013,899,17,78404.957746
2013,898,818,107887.892857
2013,898,815,107211.428571
2013,897,807,109012.407407
2013,897,3,107631.927273
2013,896,822,93055.728814
2013,896,821,93046.796610
2013,896,4,92508.066667
2013,895,8,99181.622642
2013,894,824,113848.563636
2013,894,822,113468.181818
2013,894,821,113267.109091
2013,893,823,119570.583333
2013,893,16,118652.459016
2013,884,807,92110.184615
2013,881,16,113808.703704
2013,881,819,109624.909091
2013,881,824,109002.327273
2013,880,18,94566.465517
2013,880,16,94280.913793
2013,880,818,94604.862069
2013,880,823,97854.982143
2013,882,13,104067.357143
2013,882,18,103968.392857
2013,882,16,107810.000000
2013,882,815,104478.660714
2013,883,17,101714.771930
2013,882,819,105470.400000
2013,883,813,102227.157895
2013,883,821,103159.589286
2013,893,813,118714.934426
2013,884,813,92088.307692
2013,884,18,91456.090909
2013,885,18,106348.192308
2013,886,17,79355.342857
2013,886,819,82537.283582
2013,888,817,102194.766667
2013,888,4,101373.866667
2013,890,18,88618.057143
2013,890,821,91661.357143
2013,890,824,92032.477612
2013,891,814,117702.423077
2013,891,13,115366.318182
2013,891,817,115810.590909
2013,892,16,89913.346154
2013,884,815,91489.909091
2013,880,17,93965.948276
2013,880,4,93373.724138
2013,881,4,125239.000000
2013,881,13,106470.160714
2013,881,3,106237.875000
2013,881,815,107304.250000
2013,881,807,106959.375000
2013,881,823,109788.254545
2013,880,815,94596.413793
2013,880,822,95434.526316
2013,882,1,103558.339286
2013,882,807,104348.982143
2013,882,17,106630.533333
2013,883,13,102576.526316
2013,883,18,101879.456140
2013,880,821,95303.807018
2013,885,817,111131.704918
2013,886,807,82078.777778
2013,886,815,80658.057971
2013,886,18,80696.057971
2013,887,13,107577.480769
2013,887,815,109371.652174
2013,888,815,101883.616667
2013,888,818,101866.272727
2013,888,822,103117.728814
2013,890,17,88106.985714
2013,890,815,89153.130435
2013,890,813,89412.304348
2013,890,819,91063.088235
2013,891,815,116003.000000
2013,887,3,107297.230769
2013,893,818,119125.311475
2013,893,8,117984.459016
2013,893,13,118311.622951
2013,893,3,118103.065574
2013,892,824,91928.865385
2013,892,813,89857.301887
2013,892,13,89107.792453
2013,891,3,114819.727273
2013,890,13,88655.600000
2013,888,819,103567.932203
2013,888,824,103103.619048
2013,888,1,101693.966667
2013,887,819,107905.173077
2013,887,822,107779.807692
2013,887,8,107513.711538
2013,892,818,90793.428571
2013,886,154,80877.275362
2013,886,814,80535.608696
2013,886,13,80564.507246
2013,886,4,79193.585714
2013,885,813,89066.681818
2013,885,820,106691.551282
2013,885,822,106599.320513
2013,884,3,91282.060606
2013,883,820,104043.464286
2013,883,819,103149.053571
2013,883,8,101221.210526
2013,882,822,105014.392857
2013,882,821,106847.500000
2013,882,20,103561.964286
2013,880,813,97001.000000
2013,898,813,108623.727273
2013,899,154,84310.500000
2013,899,814,79447.914286
2013,899,820,81617.739130
2013,891,18,115067.954545
2013,891,807,116146.681818
2013,891,823,117711.232558
2013,891,824,118917.465116
2013,892,4,89034.320755
2013,892,3,89138.698113
2013,892,817,89541.150943
2013,892,154,89556.264151
2013,892,8,89661.264151
2013,893,817,116760.565217
2013,881,821,108021.709091
2013,898,3,107433.732143
2013,882,3,109138.476190
2013,882,813,105042.821429
2013,882,820,106122.654545
2013,882,818,104634.803571
2013,883,20,101061.368421
2013,883,814,101442.543860
2013,883,815,101692.912281
2013,883,154,101403.596491
2013,883,807,102340.894737
2013,884,20,90831.348485
2013,884,8,90392.939394
2013,884,822,92846.769231
2013,885,1,106230.128205
2013,885,20,106101.846154
2013,885,17,106132.948718
2013,892,1,89563.754717
2013,898,13,107929.678571
2013,898,819,109925.218182
2013,899,4,78524.126761
2013,899,1,79284.549296
2013,899,18,78783.943662
2013,899,823,80957.028986
2013,887,824,107991.403846
2013,890,8,88005.471429
2013,890,16,90826.368421
2013,890,807,89838.260870
2013,890,818,89844.913043
2013,890,822,91113.547619
2013,891,16,115721.431818
2013,891,820,119762.761905
2013,892,20,88931.169811
2013,885,16,106327.346154
2013,892,823,91787.865385
2013,893,20,117264.459016
2013,894,4,113088.909091
2013,894,817,113783.461538
2013,894,823,113785.490909
2013,894,16,115457.860000
2013,894,820,113938.163636
2013,895,822,100562.557692
2013,895,817,100280.730769
2013,896,20,91203.116667
2013,897,16,108715.690909
2013,897,822,109020.611111
2013,897,823,110147.129630
2013,898,4,106906.071429
2013,894,3,113098.163636
2013,898,5,108075.196429
2013,898,822,107351.017857
2013,898,20,106377.642857
2013,897,814,108441.454545
2013,897,154,107652.872727
2013,897,17,107580.636364
2013,896,824,94567.568966
2013,896,154,91867.983333
2013,896,16,92448.683333
2013,896,13,91897.983333
2013,895,1,113201.571429
2013,895,20,98288.698113
2013,894,819,113768.709091
2013,894,815,113251.927273
2013,894,8,112689.545455
2013,899,3,78807.718310
2013,894,154,112702.327273
2013,893,18,118630.918033
2013,892,820,92163.980769
2013,892,815,89681.452830
2013,892,17,89050.981132
2013,891,822,116583.000000
2013,896,813,92518.966667
2013,896,819,97359.742857
2013,897,815,108678.254545
2013,897,819,110352.851852
2013,898,814,108107.160714
2013,898,823,109375.127273
2013,898,820,110662.685185
2013,899,822,80843.822222
2013,893,820,119689.850000
2013,885,154,111510.142857
2013,885,819,85714.857143
2013,886,3,79983.828571
2013,886,817,81406.058824
2013,886,824,82246.382353
2013,887,1,107446.384615
2013,887,821,107802.711538
2013,888,813,102277.333333
2013,888,820,103735.847458
2013,890,154,88310.571429
2013,890,4,88297.942857
2013,890,814,90088.666667
2013,890,823,90969.352941
2013,890,820,92672.761194
2013,891,813,117761.302326
2013,895,154,98475.679245
2013,894,20,112612.745455
2013,894,813,113522.072727
2013,894,814,110187.708333
2013,895,807,99262.566038
2013,895,821,99640.207547
2013,895,18,99813.622642
2013,895,814,100148.547170
2013,895,813,100551.365385
2013,895,819,101721.615385
2013,896,8,92336.250000
2013,896,815,91933.600000
2013,896,817,92473.733333
2013,899,16,79460.614286
2013,899,13,78949.436620
2013,887,817,107615.365385
2013,880,824,96513.947368
2013,880,819,96765.964286
2013,882,8,103519.875000
2013,882,817,104100.642857
2013,882,814,104250.517857
2013,883,824,103824.107143
2013,898,817,107824.142857
2013,884,4,90251.454545
2013,884,818,93385.423077
2013,884,819,92883.707692
2013,885,4,106394.743590
2013,885,815,108570.361111
2013,885,818,106401.012821
2013,885,13,84289.678571
2013,886,818,80399.594203
2013,880,13,93737.965517
2013,887,807,107676.250000
2013,887,17,107311.942308
2013,887,818,108945.057143
2013,887,814,107642.288462
2013,887,823,108600.288462
2013,888,17,101871.216667
2013,888,154,101342.350000
2013,888,13,100358.333333
2013,888,807,102076.716667
2013,888,3,102025.533333
2013,888,823,103654.254237
2013,890,817,89853.768116
2013,891,1,114771.136364
2013,881,17,106088.910714
2013,880,820,97379.517857
2013,887,154,107973.921569
2013,887,16,107611.365385
2013,886,813,81927.014706
2013,886,8,80603.507246
2013,886,20,78987.757143
2013,885,823,106854.435897
2013,885,814,106405.948718
2013,885,3,106052.000000
2013,884,820,93566.093750
2013,884,821,91733.938462
2013,884,154,97419.500000
2013,883,4,101720.561404
2013,882,823,106690.745455
2013,887,4,107434.230769
2013,883,16,102407.315789
2013,880,814,94339.206897
2013,880,8,93159.051724
2013,880,1,93944.586207
2013,881,822,107594.482143
2013,881,818,107567.946429
2013,881,817,108561.117647
2013,881,20,106012.160714
2013,881,154,106647.232143
2013,881,813,109931.044444
2013,881,820,110268.259259
2013,880,20,93544.327586
2013,880,3,95153.807692
2013,881,18,108208.679245
2013,881,8,106877.857143
2013,891,819,121446.750000
2013,887,20,106390.341463
2013,887,18,107796.634615
2013,887,813,107703.673077
2013,887,820,108598.384615
2013,888,8,101261.983333
2013,888,18,101711.783333
2013,888,16,102207.483333
2013,888,814,102141.366667
2013,890,20,88027.200000
2013,890,3,88828.906250
2013,891,20,114140.818182
2013,891,4,114524.204545
2013,891,17,114910.022727
2013,891,821,116423.454545
2013,881,814,117395.272727
2013,892,18,89654.320755
2013,892,822,90003.377358
2013,893,4,117799.327869
2013,893,815,118638.557377
2013,893,814,118837.444444
2013,894,807,113051.181818
2013,895,17,98423.207547
2013,895,4,99149.169811
2013,895,16,100506.615385
2013,895,818,100238.653846
2013,897,20,107020.109091
2013,897,4,108241.581818
2013,897,818,109692.925926
2013,898,17,106527.571429
2013,883,823,105740.672727
2013,886,821,81864.904762
2013,886,16,80639.434783
2013,886,822,81195.420290
2013,885,821,106606.000000
2013,885,807,106597.794872
2013,885,8,106521.000000
2013,884,824,93138.437500
2013,884,814,91296.727273
2013,884,16,91816.000000
2013,884,13,90646.136364
2013,884,1,91808.692308
2013,883,818,112151.062500
2013,883,817,102974.714286
2013,883,1,101679.438596
2013,883,3,101782.877193
2013,883,822,102491.385965
2013,881,1,106229.678571
2013,880,817,95959.256410
2013,882,4,103338.303571
2013,882,824,105433.054545
2013,884,17,90978.166667
2013,884,817,91729.261538
2013,884,823,99912.666667
2013,886,820,82852.850746
2013,882,154,104292.285714
2013,880,154,94585.931034
2013,886,823,85917.279070
2013,886,1,79215.500000
2013,885,824,114196.396552
2014,917,13,76670.225352
2014,917,807,76992.802817
2014,917,18,76777.647887
2014,902,3,104979.438596
2014,917,1,76112.845070
2014,900,154,101027.093023
2014,900,824,115760.020408
2014,901,20,108044.785714
2014,900,825,98341.877193
2014,901,18,109101.160714
2014,901,155,110868.145455
2014,913,828,121649.716667
2014,910,4,97004.042857
2014,910,821,107254.375000
2014,911,822,116013.363636
2014,911,826,116861.431818
2014,912,822,90396.641509
2014,912,817,90576.320755
2014,912,824,92930.557692
2014,912,154,92091.423077
2014,913,824,121655.633333
2014,909,817,84708.402985
2014,914,3,152550.022727
2014,914,13,154957.886364
2014,914,8,156042.744186
2014,918,1,108047.618182
2014,918,18,109144.600000
2014,918,4,109607.854545
2014,918,821,110295.333333
2014,918,155,111962.285714
2014,918,20,109357.527273
2014,906,826,88433.148936
2014,902,817,105390.035088
2014,902,824,108206.517857
2014,903,813,106344.436364
2014,904,1,91896.287879
2014,904,817,92638.924242
2014,904,13,93826.230769
2014,905,4,84616.833333
2014,905,807,85565.974026
2014,906,817,85040.428571
2014,902,822,105519.631579
2014,907,826,76347.791667
2014,907,154,76422.114286
2014,908,813,176703.857143
2014,908,815,173001.000000
2014,909,3,83924.089552
2014,909,20,84581.014925
2014,909,4,84707.179104
2014,909,813,85621.484848
2014,902,1,104960.403509
2014,911,817,115376.272727
2014,908,807,171168.961538
2014,907,155,76980.362319
2014,906,155,95691.478261
2014,905,822,86878.672727
2014,905,826,94114.400000
2014,905,817,84324.038462
2014,904,821,94390.200000
2014,904,807,93738.169231
2014,904,3,91905.924242
2014,902,154,105717.298246
2014,911,813,129072.000000
2014,901,820,111808.166667
2014,900,16,99765.214286
2014,900,1,103207.500000
2014,900,820,101837.618182
2014,900,826,98987.631579
2014,916,821,109557.672727
2014,916,18,109292.909091
2014,916,825,109026.196429
2014,915,820,115919.444444
2014,915,807,105510.433962
2014,914,818,155242.250000
2014,916,815,146788.000000
2014,918,815,109339.618182
2014,918,825,109690.818182
2014,917,20,76816.549296
2014,917,8,76989.929577
2014,917,818,77448.242857
2014,917,822,77337.457143
2014,918,154,110230.129630
2014,918,813,110981.538462
2014,918,13,108094.454545
2014,916,826,109673.672727
2014,915,818,105812.056604
2014,915,821,106510.307692
2014,915,4,105108.679245
2014,914,828,157451.790698
2014,914,155,159049.325581
2014,912,826,90970.188679
2014,912,807,90997.018868
2014,912,4,91759.321429
2014,912,18,90816.962264
2014,911,820,119495.511628
2014,911,827,129985.000000
2014,902,155,106502.508772
2014,907,3,74295.436620
2014,906,813,95551.619048
2014,906,815,84922.681159
2014,906,8,85807.257143
2014,906,13,84924.855072
2014,905,821,86555.271186
2014,905,3,84200.782051
2014,904,818,95816.958333
2014,904,155,96934.676471
2014,904,822,93097.696970
2014,903,13,106460.163636
2014,907,1,74322.647887
2014,902,825,103879.350000
2014,902,13,105508.912281
2014,901,824,128704.000000
2014,901,818,116105.833333
2014,901,822,109134.125000
2014,901,13,109125.892857
2014,900,813,104033.413793
2014,900,8,98883.947368
2014,917,813,77433.385714
2014,917,16,77733.714286
2014,910,826,98604.797101
2014,915,822,104305.075472
2014,914,824,158392.902439
2014,914,826,156009.511628
2014,913,807,121107.600000
2014,913,8,121090.600000
2014,913,4,120336.400000
2014,912,813,91399.307692
2014,912,815,90806.679245
2014,911,815,116837.477273
2014,911,13,117102.977273
2014,916,818,109083.000000
2014,910,828,112516.857143
2014,910,815,108187.636364
2014,910,13,97355.700000
2014,909,825,85240.015152
2014,909,818,85632.651515
2014,908,828,437710.727273
2014,908,3,229456.714286
2014,907,824,76516.927536
2014,907,818,76169.186441
2014,907,4,74556.746479
2014,900,18,98398.894737
2014,906,807,85223.900000
2014,907,13,74539.915493
2014,907,817,74908.422535
2014,907,813,75548.757143
2014,908,20,170499.192308
2014,908,824,174088.941176
2014,908,4,170616.153846
2014,909,807,84881.970149
2014,909,8,85479.757576
2014,910,18,97890.542857
2014,910,16,97903.242857
2014,906,4,85252.842857
2014,901,4,108249.392857
2014,901,16,111436.593750
2014,902,815,105382.631579
2014,903,822,104838.482143
2014,903,826,105802.472727
2014,904,16,94438.261538
2014,905,825,85919.259740
2014,905,13,85577.688312
2014,906,20,85115.385714
2014,906,154,86658.237288
2014,903,820,107969.888889
2014,900,818,98932.473684
2014,900,20,114128.000000
2014,900,822,98707.877193
2014,901,8,110139.527273
2014,901,821,111369.628571
2014,902,8,105547.456140
2014,902,820,106011.438596
2014,903,818,106101.654545
2014,903,18,105998.290909
2014,903,821,106636.527273
2014,907,822,74410.535211
2014,903,828,108325.018519
2014,904,154,93561.215385
2014,904,8,93360.723077
2014,904,20,93058.439394
2014,904,825,93817.292308
2014,905,20,120442.400000
2014,905,155,87817.106667
2014,905,828,86057.207792
2014,906,1,87211.608696
2014,906,822,85377.257143
2014,913,826,121280.050000
2014,918,16,110604.870370
2014,918,822,108572.709091
2014,910,8,97379.271429
2014,910,825,98050.328571
2014,911,18,116616.727273
2014,911,821,117440.477273
2014,911,828,119511.000000
2014,911,824,120956.717949
2014,912,818,91006.207547
2014,912,828,93444.215686
2014,913,822,121164.333333
2014,916,20,108937.839286
2014,913,818,120943.266667
2014,913,815,121063.883333
2014,913,16,123725.475000
2014,913,813,121195.166667
2014,914,822,154927.136364
2014,914,4,189621.500000
2014,914,825,156792.325581
2014,914,18,153876.613636
2014,915,3,104233.981132
2014,916,807,116775.500000
2014,910,1,97013.071429
2014,907,8,74968.352113
2014,907,820,77010.956522
2014,908,1,169463.346154
2014,908,817,170357.480769
2014,908,821,507859.222222
2014,908,818,172847.117647
2014,909,826,86628.545455
2014,909,154,88442.038462
2014,909,155,86913.692308
2014,910,817,96929.400000
2014,900,807,98761.894737
2014,911,3,115453.159091
2014,911,825,116609.500000
2014,911,4,116766.318182
2014,912,13,90099.283019
2014,912,20,90758.509434
2014,912,8,90825.867925
2014,913,13,120782.600000
2014,914,807,154976.568182
2014,915,826,106012.653846
2014,915,154,106886.769231
2014,903,807,104828.410714
2014,909,18,85188.432836
2014,908,154,173055.294118
2014,908,820,178151.080000
2014,908,822,170042.865385
2014,908,826,171181.423077
2014,907,20,79473.764706
2014,905,818,87542.260000
2014,905,8,86065.129870
2014,905,1,84318.858974
2014,904,18,93807.184615
2014,904,826,93953.246154
2014,903,16,120580.400000
2014,903,8,105300.000000
2014,909,815,85353.287879
2014,903,817,104281.928571
2014,903,20,104711.107143
2014,902,813,106062.210526
2014,901,828,111805.759259
2014,901,154,110137.018182
2014,901,825,109606.636364
2014,900,815,99379.403509
2014,900,4,98491.122807
2014,900,3,97872.105263
2014,900,817,98302.368421
2014,900,821,99874.214286
2014,901,3,107915.839286
2014,901,817,112705.020408
2014,913,821,120877.941176
2014,918,829,112030.222222
2014,918,8,109644.345455
2014,918,3,110265.629630
2014,916,813,109065.267857
2014,916,817,107684.732143
2014,916,4,108928.857143
2014,916,1,107228.303571
2014,915,20,105225.075472
2014,915,18,104546.754717
2014,915,1,103976.301887
2014,914,820,158518.186047
2014,914,815,155410.372093
2014,914,817,153223.613636
2014,901,826,110096.981818
2014,913,825,121117.083333
2014,913,18,121577.038462
2014,913,20,120305.483333
2014,912,155,92678.519231
2014,912,3,89687.000000
2014,911,807,116869.386364
2014,911,16,117250.068182
2014,910,813,98129.742857
2014,910,820,99041.942029
2014,909,821,85728.651515
2014,909,16,86392.106383
2014,917,817,78640.743590
2014,917,4,76964.239437
2014,914,154,156808.837209
2014,909,1,84260.358209
2014,909,824,86257.454545
2014,910,822,97520.028571
2014,910,20,97514.600000
2014,910,818,97765.500000
2014,910,154,113574.200000
2014,911,1,118686.315789
2014,911,154,119309.606061
2014,912,825,90781.264151
2014,913,154,121213.733333
2014,913,820,122476.796610
2014,913,3,120322.153846
2014,914,1,152341.386364
2014,909,820,87099.538462
2014,914,813,156811.581395
2014,915,817,105142.566038
2014,915,8,105464.547170
2014,915,155,109542.857143
2014,916,13,107709.089286
2014,916,822,107781.732143
2014,916,8,109538.163636
2014,916,154,109272.054545
2014,918,826,111210.857143
2014,917,825,77079.436620
2014,917,3,76092.323944
2014,917,815,77561.657143
2014,917,826,77347.385714
2014,904,813,94077.246154
2014,902,4,105532.245614
2014,902,826,105685.701754
2014,902,821,104071.794872
2014,902,828,105419.575758
2014,902,818,109378.611111
2014,903,1,103800.178571
2014,903,4,104260.267857
2014,903,3,104133.857143
2014,903,815,105344.625000
2014,903,824,107418.818182
2014,904,4,93225.727273
2014,904,815,93578.107692
2014,904,824,95145.265625
2014,900,828,105014.296296
2014,904,828,96106.968750
2014,905,18,85568.467532
2014,905,824,85780.974026
2014,905,820,88477.760000
2014,905,154,85799.922078
2014,906,18,85208.357143
2014,906,825,85458.342857
2014,906,828,122897.857143
2014,906,821,86481.125000
2014,907,815,74697.492958
2014,907,828,77118.710145
2014,908,18,170374.692308
2014,909,822,84234.373134
2014,907,18,75013.267606
2014,910,807,117124.642857
2014,911,818,117010.818182
2014,911,20,116562.545455
2014,911,8,116212.977273
2014,910,155,109468.416667
2014,910,824,99034.637681
2014,917,154,77895.126984
2014,910,3,97020.271429
2014,909,828,87543.461538
2014,908,155,177525.900000
2014,908,16,173423.333333
2014,908,825,170666.480769
2014,907,821,77122.942029
2014,907,16,75925.014286
2014,912,1,89627.094340
2014,902,18,106506.963636
2014,902,807,105463.105263
2014,902,20,105484.596491
2014,902,16,116078.823529
2014,903,154,107891.785714
2014,903,825,106198.145455
2014,903,155,107412.909091
2014,904,820,95781.062500
2014,905,16,88144.521739
2014,906,3,85100.942857
2014,906,818,85440.800000
2014,906,16,86512.391304
2014,907,825,74746.577465
2014,907,807,74917.084507
2014,912,16,91625.923077
2014,901,1,107606.678571
2014,901,807,108449.517857
2014,901,813,115515.285714
2014,918,818,109719.381818
2014,918,807,109177.581818
